Term	Grantham_Val	Annotation	Haploblock
GO:0010048	102	vernalization response	ARG_10_01
GO:0010072	50	primary shoot apical meristem specification	ARG_10_01
GO:0010073	803	meristem maintenance	ARG_10_01
GO:0010075	652	regulation of meristem growth	ARG_10_01
GO:0010082	425	regulation of root meristem growth	ARG_10_01
GO:0010087	799	phloem or xylem histogenesis	ARG_10_01
GO:0010091	272	trichome branching	ARG_10_01
GO:0010093	230	specification of floral organ identity	ARG_10_01
GO:0010100	5	negative regulation of photomorphogenesis	ARG_10_01
GO:0010105	315	negative regulation of ethylene-activated signaling pathway	ARG_10_01
GO:0010118	509	stomatal movement	ARG_10_01
GO:0010143	197	cutin biosynthetic process	ARG_10_01
GO:0010150	851	leaf senescence	ARG_10_01
GO:0010158	46	abaxial cell fate specification	ARG_10_01
GO:0010182	409	sugar mediated signaling pathway	ARG_10_01
GO:0010187	738	negative regulation of seed germination	ARG_10_01
GO:0010189	375	vitamin E biosynthetic process	ARG_10_01
GO:0010200	171	response to chitin	ARG_10_01
GO:0010205	21	photoinhibition	ARG_10_01
GO:0010206	89	photosystem II repair	ARG_10_01
GO:0010212	127	response to ionizing radiation	ARG_10_01
GO:0010223	90	secondary shoot formation	ARG_10_01
GO:0010225	98	response to UV-C	ARG_10_01
GO:0010227	215	floral organ abscission	ARG_10_01
GO:0010228	129	vegetative to reproductive phase transition of meristem	ARG_10_01
GO:0010229	215	inflorescence development	ARG_10_01
GO:0010233	832	phloem transport	ARG_10_01
GO:0010252	357	auxin homeostasis	ARG_10_01
GO:0010267	434	production of ta-siRNAs involved in RNA interference	ARG_10_01
GO:0010268	145	brassinosteroid homeostasis	ARG_10_01
GO:0010272	151	response to silver ion	ARG_10_01
GO:0010286	1122	heat acclimation	ARG_10_01
GO:0010304	81	PSII associated light-harvesting complex II catabolic process	ARG_10_01
GO:0010305	147	leaf vascular tissue pattern formation	ARG_10_01
GO:0010310	98	regulation of hydrogen peroxide metabolic process	ARG_10_01
GO:0010311	437	lateral root formation	ARG_10_01
GO:0010321	46	regulation of vegetative phase change	ARG_10_01
GO:0010336	50	gibberellic acid homeostasis	ARG_10_01
GO:0010358	64	leaf shaping	ARG_10_01
GO:0010365	215	positive regulation of ethylene biosynthetic process	ARG_10_01
GO:0010366	29	negative regulation of ethylene biosynthetic process	ARG_10_01
GO:0010380	210	regulation of chlorophyll biosynthetic process	ARG_10_01
GO:0010393	151	galacturonan metabolic process	ARG_10_01
GO:0010412	56	mannan metabolic process	ARG_10_01
GO:0010430	308	fatty acid omega-oxidation	ARG_10_01
GO:0010468	73	regulation of gene expression	ARG_10_01
GO:0010483	509	pollen tube reception	ARG_10_01
GO:0010492	210	maintenance of shoot apical meristem identity	ARG_10_01
GO:0010584	10	pollen exine formation	ARG_10_01
GO:0010588	147	cotyledon vascular tissue pattern formation	ARG_10_01
GO:0010603	107	regulation of cytoplasmic mRNA processing body assembly	ARG_10_01
GO:0010618	98	aerenchyma formation	ARG_10_01
GO:0010929	68	positive regulation of auxin mediated signaling pathway	ARG_10_01
GO:0010942	98	positive regulation of cell death	ARG_10_01
GO:0010971	118	positive regulation of G2/M transition of mitotic cell cycle	ARG_10_01
GO:0012501	409	programmed cell death	ARG_10_01
GO:0015706	99	nitrate transport	ARG_10_01
GO:0015780	64	nucleotide-sugar transmembrane transport	ARG_10_01
GO:0015914	314	phospholipid transport	ARG_10_01
GO:0015979	162	photosynthesis	ARG_10_01
GO:0015986	45	ATP synthesis coupled proton transport	ARG_10_01
GO:0015996	81	chlorophyll catabolic process	ARG_10_01
GO:0016036	158	cellular response to phosphate starvation	ARG_10_01
GO:0016070	230	RNA metabolic process	ARG_10_01
GO:0016125	145	sterol metabolic process	ARG_10_01
GO:0016132	145	brassinosteroid biosynthetic process	ARG_10_01
GO:0016192	103	vesicle-mediated transport	ARG_10_01
GO:0016310	1308	phosphorylation	ARG_10_01
GO:0016444	64	somatic cell DNA recombination	ARG_10_01
GO:0016458	566	gene silencing	ARG_10_01
GO:0016567	1223	protein ubiquitination	ARG_10_01
GO:0016571	215	histone methylation	ARG_10_01
GO:0016573	113	histone acetylation	ARG_10_01
GO:0016579	891	protein deubiquitination	ARG_10_01
GO:0017148	122	negative regulation of translation	ARG_10_01
GO:0018026	308	peptidyl-lysine monomethylation	ARG_10_01
GO:0018119	232	peptidyl-cysteine S-nitrosylation	ARG_10_01
GO:0019048	10	modulation by virus of host process	ARG_10_01
GO:0019318	409	hexose metabolic process	ARG_10_01
GO:0019408	45	dolichol biosynthetic process	ARG_10_01
GO:0019432	253	triglyceride biosynthetic process	ARG_10_01
GO:0019722	275	calcium-mediated signaling	ARG_10_01
GO:0019915	116	lipid storage	ARG_10_01
GO:0019919	129	peptidyl-arginine methylation, to asymmetrical-dimethyl arginine	ARG_10_01
GO:0030029	113	actin filament-based process	ARG_10_01
GO:0030042	46	actin filament depolymerization	ARG_10_01
GO:0030242	223	autophagy of peroxisome	ARG_10_01
GO:0030308	509	negative regulation of cell growth	ARG_10_01
GO:0030422	772	production of siRNA involved in RNA interference	ARG_10_01
GO:0030488	116	tRNA methylation	ARG_10_01
GO:0030490	406	maturation of SSU-rRNA	ARG_10_01
GO:0030968	45	endoplasmic reticulum unfolded protein response	ARG_10_01
GO:0031047	434	gene silencing by RNA	ARG_10_01
GO:0031062	102	positive regulation of histone methylation	ARG_10_01
GO:0031119	58	tRNA pseudouridine synthesis	ARG_10_01
GO:0031146	217	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	ARG_10_01
GO:0031347	497	regulation of defense response	ARG_10_01
GO:0031348	98	negative regulation of defense response	ARG_10_01
GO:0031537	210	regulation of anthocyanin metabolic process	ARG_10_01
GO:0031663	110	lipopolysaccharide-mediated signaling pathway	ARG_10_01
GO:0032436	5	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	ARG_10_01
GO:0032497	110	detection of lipopolysaccharide	ARG_10_01
GO:0032922	867	circadian regulation of gene expression	ARG_10_01
GO:0032940	10	secretion by cell	ARG_10_01
GO:0032981	155	mitochondrial respiratory chain complex I assembly	ARG_10_01
GO:0033500	832	carbohydrate homeostasis	ARG_10_01
GO:0034063	107	stress granule assembly	ARG_10_01
GO:0034470	45	ncRNA processing	ARG_10_01
GO:0034599	91	cellular response to oxidative stress	ARG_10_01
GO:0034605	386	cellular response to heat	ARG_10_01
GO:0034620	517	cellular response to unfolded protein	ARG_10_01
GO:0034727	223	piecemeal microautophagy of the nucleus	ARG_10_01
GO:0035194	385	post-transcriptional gene silencing by RNA	ARG_10_01
GO:0040008	26	regulation of growth	ARG_10_01
GO:0042026	421	protein refolding	ARG_10_01
GO:0042254	406	ribosome biogenesis	ARG_10_01
GO:0042335	46	cuticle development	ARG_10_01
GO:0042362	375	fat-soluble vitamin biosynthetic process	ARG_10_01
GO:0042538	230	hyperosmotic salinity response	ARG_10_01
GO:0042542	96	response to hydrogen peroxide	ARG_10_01
GO:0042545	375	cell wall modification	ARG_10_01
GO:0042594	60	response to starvation	ARG_10_01
GO:0042742	628	defense response to bacterium	ARG_10_01
GO:0042790	81	nucleolar large rRNA transcription by RNA polymerase I	ARG_10_01
GO:0042853	342	L-alanine catabolic process	ARG_10_01
GO:0043248	38	proteasome assembly	ARG_10_01
GO:0043486	113	histone exchange	ARG_10_01
GO:0043622	208	cortical microtubule organization	ARG_10_01
GO:0045036	46	protein targeting to chloroplast	ARG_10_01
GO:0045087	110	innate immune response	ARG_10_01
GO:0045165	46	cell fate commitment	ARG_10_01
GO:0045324	60	late endosome to vacuole transport	ARG_10_01
GO:0045490	329	pectin catabolic process	ARG_10_01
GO:0045694	107	regulation of embryo sac egg cell differentiation	ARG_10_01
GO:0045814	102	negative regulation of gene expression, epigenetic	ARG_10_01
GO:0045848	158	positive regulation of nitrogen utilization	ARG_10_01
GO:0045892	390	negative regulation of transcription, DNA-templated	ARG_10_01
GO:0045893	206	positive regulation of transcription, DNA-templated	ARG_10_01
GO:0045995	287	regulation of embryonic development	ARG_10_01
GO:0046202	126	cyanide biosynthetic process	ARG_10_01
GO:0046244	64	salicylic acid catabolic process	ARG_10_01
GO:0046340	116	diacylglycerol catabolic process	ARG_10_01
GO:0046470	158	phosphatidylcholine metabolic process	ARG_10_01
GO:0046686	1071	response to cadmium ion	ARG_10_01
GO:0046777	2684	protein autophosphorylation	ARG_10_01
GO:0046898	151	response to cycloheximide	ARG_10_01
GO:0046907	410	intracellular transport	ARG_10_01
GO:0048232	154	male gamete generation	ARG_10_01
GO:0048263	652	determination of dorsal identity	ARG_10_01
GO:0048278	45	vesicle docking	ARG_10_01
GO:0048316	272	seed development	ARG_10_01
GO:0048359	151	mucilage metabolic process involved in seed coat development	ARG_10_01
GO:0048364	962	root development	ARG_10_01
GO:0048366	292	leaf development	ARG_10_01
GO:0048367	210	shoot system development	ARG_10_01
GO:0048437	107	floral organ development	ARG_10_01
GO:0048441	145	petal development	ARG_10_01
GO:0048443	145	stamen development	ARG_10_01
GO:0048446	117	petal morphogenesis	ARG_10_01
GO:0048510	174	regulation of timing of transition from vegetative to reproductive phase	ARG_10_01
GO:0048544	409	recognition of pollen	ARG_10_01
GO:0048572	102	short-day photoperiodism	ARG_10_01
GO:0048574	110	long-day photoperiodism, flowering	ARG_10_01
GO:0048575	102	short-day photoperiodism, flowering	ARG_10_01
GO:0048653	95	anther development	ARG_10_01
GO:0048767	75	root hair elongation	ARG_10_01
GO:0048826	272	cotyledon morphogenesis	ARG_10_01
GO:0050665	22	hydrogen peroxide biosynthetic process	ARG_10_01
GO:0050829	223	defense response to Gram-negative bacterium	ARG_10_01
GO:0050832	1127	defense response to fungus	ARG_10_01
GO:0050982	90	detection of mechanical stimulus	ARG_10_01
GO:0051014	46	actin filament severing	ARG_10_01
GO:0051026	154	chiasma assembly	ARG_10_01
GO:0051085	421	chaperone cofactor-dependent protein refolding	ARG_10_01
GO:0051156	409	glucose 6-phosphate metabolic process	ARG_10_01
GO:0051174	915	regulation of phosphorus metabolic process	ARG_10_01
GO:0051225	97	spindle assembly	ARG_10_01
GO:0051301	546	cell division	ARG_10_01
GO:0051321	154	meiotic cell cycle	ARG_10_01
GO:0051365	158	cellular response to potassium ion starvation	ARG_10_01
GO:0051510	685	regulation of unidimensional cell growth	ARG_10_01
GO:0051512	151	positive regulation of unidimensional cell growth	ARG_10_01
GO:0051571	102	positive regulation of histone H3-K4 methylation	ARG_10_01
GO:0051707	98	response to other organism	ARG_10_01
GO:0051764	46	actin crosslink formation	ARG_10_01
GO:0051781	390	positive regulation of cell division	ARG_10_01
GO:0051865	29	protein autoubiquitination	ARG_10_01
GO:0052325	56	cell wall pectin biosynthetic process	ARG_10_01
GO:0052651	116	monoacylglycerol catabolic process	ARG_10_01
GO:0055062	915	phosphate ion homeostasis	ARG_10_01
GO:0055069	238	zinc ion homeostasis	ARG_10_01
GO:0055085	1131	transmembrane transport	ARG_10_01
GO:0060149	230	negative regulation of posttranscriptional gene silencing	ARG_10_01
GO:0060321	67	acceptance of pollen	ARG_10_01
GO:0060866	98	leaf abscission	ARG_10_01
GO:0060918	68	auxin transport	ARG_10_01
GO:0060966	566	regulation of gene silencing by RNA	ARG_10_01
GO:0061025	45	membrane fusion	ARG_10_01
GO:0061087	102	positive regulation of histone H3-K27 methylation	ARG_10_01
GO:0061157	21	mRNA destabilization	ARG_10_01
GO:0061709	223	reticulophagy	ARG_10_01
GO:0070475	202	rRNA base methylation	ARG_10_01
GO:0070919	772	production of siRNA involved in chromatin silencing by small RNA	ARG_10_01
GO:0071217	151	cellular response to external biotic stimulus	ARG_10_01
GO:0071230	275	cellular response to amino acid stimulus	ARG_10_01
GO:0071327	98	cellular response to trehalose stimulus	ARG_10_01
GO:0071368	210	cellular response to cytokinin stimulus	ARG_10_01
GO:0071456	344	cellular response to hypoxia	ARG_10_01
GO:0071470	91	cellular response to osmotic stress	ARG_10_01
GO:0071555	375	cell wall organization	ARG_10_01
GO:0071586	219	CAAX-box protein processing	ARG_10_01
GO:0072657	15	protein localization to membrane	ARG_10_01
GO:0080001	197	mucilage extrusion from seed coat	ARG_10_01
GO:0080022	210	primary root development	ARG_10_01
GO:0080036	210	regulation of cytokinin-activated signaling pathway	ARG_10_01
GO:0080060	652	integument development	ARG_10_01
GO:0080092	112	regulation of pollen tube growth	ARG_10_01
GO:0080111	566	DNA demethylation	ARG_10_01
GO:0080113	210	regulation of seed growth	ARG_10_01
GO:0080142	246	regulation of salicylic acid biosynthetic process	ARG_10_01
GO:0080143	10	regulation of amino acid export	ARG_10_01
GO:0080151	98	positive regulation of salicylic acid mediated signaling pathway	ARG_10_01
GO:0080167	498	response to karrikin	ARG_10_01
GO:0090332	421	stomatal closure	ARG_10_01
GO:0090333	244	regulation of stomatal closure	ARG_10_01
GO:0090351	230	seedling development	ARG_10_01
GO:0090356	64	negative regulation of auxin metabolic process	ARG_10_01
GO:0097468	90	programmed cell death in response to reactive oxygen species	ARG_10_01
GO:0097502	56	mannosylation	ARG_10_01
GO:0098542	636	defense response to other organism	ARG_10_01
GO:0098609	46	cell-cell adhesion	ARG_10_01
GO:0098869	139	cellular oxidant detoxification	ARG_10_01
GO:0099636	46	cytoplasmic streaming	ARG_10_01
GO:1900067	58	regulation of cellular response to alkaline pH	ARG_10_01
GO:1900367	98	positive regulation of defense response to insect	ARG_10_01
GO:1900426	162	positive regulation of defense response to bacterium	ARG_10_01
GO:1900865	176	chloroplast RNA modification	ARG_10_01
GO:1901183	98	positive regulation of camalexin biosynthetic process	ARG_10_01
GO:1901535	566	regulation of DNA demethylation	ARG_10_01
GO:1901642	24	nucleoside transmembrane transport	ARG_10_01
GO:1901653	95	cellular response to peptide	ARG_10_01
GO:1902074	151	response to salt	ARG_10_01
GO:1902183	197	regulation of shoot apical meristem development	ARG_10_01
GO:1902290	64	positive regulation of defense response to oomycetes	ARG_10_01
GO:1902347	230	response to strigolactone	ARG_10_01
GO:1903338	177	regulation of cell wall organization or biogenesis	ARG_10_01
GO:1903507	50	negative regulation of nucleic acid-templated transcription	ARG_10_01
GO:1905177	46	tracheary element differentiation	ARG_10_01
GO:1905392	652	plant organ morphogenesis	ARG_10_01
GO:1990110	210	callus formation	ARG_10_01
GO:1990559	194	mitochondrial coenzyme A transmembrane transport	ARG_10_01
GO:1990573	29	potassium ion import across plasma membrane	ARG_10_01
GO:2000022	185	regulation of jasmonic acid mediated signaling pathway	ARG_10_01
GO:2000024	197	regulation of leaf development	ARG_10_01
GO:2000031	98	regulation of salicylic acid mediated signaling pathway	ARG_10_01
GO:2000033	201	regulation of seed dormancy process	ARG_10_01
GO:2000037	215	regulation of stomatal complex patterning	ARG_10_01
GO:2000058	58	regulation of ubiquitin-dependent protein catabolic process	ARG_10_01
GO:2000306	56	positive regulation of photomorphogenesis	ARG_10_01
GO:2000377	201	regulation of reactive oxygen species metabolic process	ARG_10_01
GO:2000762	99	regulation of phenylpropanoid metabolic process	ARG_10_01
GO:2001142	23	nicotinate transport	ARG_10_01
GO:2001143	23	N-methylnicotinate transport	ARG_10_01
GO:0000012	621	single strand break repair	PETFAL_05_syn1
GO:0000045	29	autophagosome assembly	PETFAL_05_syn1
GO:0000050	89	urea cycle	PETFAL_05_syn1
GO:0000053	89	argininosuccinate metabolic process	PETFAL_05_syn1
GO:0000055	64	ribosomal large subunit export from nucleus	PETFAL_05_syn1
GO:0000226	29	microtubule cytoskeleton organization	PETFAL_05_syn1
GO:0000304	735	response to singlet oxygen	PETFAL_05_syn1
GO:0000394	106	RNA splicing, via endonucleolytic cleavage and ligation	PETFAL_05_syn1
GO:0000398	58	mRNA splicing, via spliceosome	PETFAL_05_syn1
GO:0000422	29	autophagy of mitochondrion	PETFAL_05_syn1
GO:0000724	375	double-strand break repair via homologous recombination	PETFAL_05_syn1
GO:0000902	278	cell morphogenesis	PETFAL_05_syn1
GO:0000911	29	cytokinesis by cell plate formation	PETFAL_05_syn1
GO:0001578	29	microtubule bundle formation	PETFAL_05_syn1
GO:0001666	938	response to hypoxia	PETFAL_05_syn1
GO:0001709	22	cell fate determination	PETFAL_05_syn1
GO:0002143	74	tRNA wobble position uridine thiolation	PETFAL_05_syn1
GO:0002229	565	defense response to oomycetes	PETFAL_05_syn1
GO:0002230	58	positive regulation of defense response to virus by host	PETFAL_05_syn1
GO:0002679	195	respiratory burst involved in defense response	PETFAL_05_syn1
GO:0003006	203	developmental process involved in reproduction	PETFAL_05_syn1
GO:0003333	421	amino acid transmembrane transport	PETFAL_05_syn1
GO:0005975	456	carbohydrate metabolic process	PETFAL_05_syn1
GO:0005982	203	starch metabolic process	PETFAL_05_syn1
GO:0006006	21	glucose metabolic process	PETFAL_05_syn1
GO:0006097	39	glyoxylate cycle	PETFAL_05_syn1
GO:0006261	418	DNA-dependent DNA replication	PETFAL_05_syn1
GO:0006264	418	mitochondrial DNA replication	PETFAL_05_syn1
GO:0006281	937	DNA repair	PETFAL_05_syn1
GO:0006282	313	regulation of DNA repair	PETFAL_05_syn1
GO:0006284	110	base-excision repair	PETFAL_05_syn1
GO:0006290	94	pyrimidine dimer repair	PETFAL_05_syn1
GO:0006298	94	mismatch repair	PETFAL_05_syn1
GO:0006301	94	postreplication repair	PETFAL_05_syn1
GO:0006302	1039	double-strand break repair	PETFAL_05_syn1
GO:0006303	316	double-strand break repair via nonhomologous end joining	PETFAL_05_syn1
GO:0006310	94	DNA recombination	PETFAL_05_syn1
GO:0006334	375	nucleosome assembly	PETFAL_05_syn1
GO:0006351	471	transcription, DNA-templated	PETFAL_05_syn1
GO:0006355	3566	regulation of transcription, DNA-templated	PETFAL_05_syn1
