Term	Annotation	Total_Grantham_SV	Rank_SV	Total_Grantham_Bkgd	Rank_Bkgd	Rank_Compare	Rank_Compare_Abs
GO:0051646	mitochondrion localization	997	1710	NA	NA	NA	NA
GO:0051693	actin filament capping	33	2384	21	1066	1318	1318
GO:0051707	response to other organism	2791	296.5	NA	NA	NA	NA
GO:0051726	regulation of cell cycle	2243	605	2782	141.5	463.5	463.5
GO:0051762	sesquiterpene biosynthetic process	4258	107	NA	NA	NA	NA
GO:0051764	actin crosslink formation	76	2361.5	NA	NA	NA	NA
GO:0051775	response to redox state	2021	805	893	600	205	205
GO:0051781	positive regulation of cell division	1796	997.5	NA	NA	NA	NA
GO:0051782	negative regulation of cell division	1706	1064	NA	NA	NA	NA
GO:0051791	medium-chain fatty acid metabolic process	918	1769	NA	NA	NA	NA
GO:0051865	protein autoubiquitination	2451	426.5	2735	148	278.5	278.5
GO:0051923	sulfation	2948	249	1403	350	-101	101
GO:0051924	regulation of calcium ion transport	1699	1071.5	NA	NA	NA	NA
GO:0051938	L-glutamate import	831	1837.5	517	840.5	997	997
GO:0051973	positive regulation of telomerase activity	1688	1087	NA	NA	NA	NA
GO:0051974	negative regulation of telomerase activity	1203	1524.5	NA	NA	NA	NA
GO:0051983	regulation of chromosome segregation	1726	1051	NA	NA	NA	NA
GO:0052324	plant-type cell wall cellulose biosynthetic process	1385	1367.5	582	801.5	566	566
GO:0052325	cell wall pectin biosynthetic process	269	2264	98	1040	1224	1224
GO:0052386	cell wall thickening	296	2251	NA	NA	NA	NA
GO:0052541	plant-type cell wall cellulose metabolic process	4741	91	NA	NA	NA	NA
GO:0052544	defense response by callose deposition in cell wall	438	2140.5	195	1009	1131.5	1131.5
GO:0052546	cell wall pectin metabolic process	214	2294	NA	NA	NA	NA
GO:0052573	UDP-D-galactose metabolic process	2372	481.5	NA	NA	NA	NA
GO:0052651	monoacylglycerol catabolic process	1134	1594.5	NA	NA	NA	NA
GO:0052746	inositol phosphorylation	791	1870	NA	NA	NA	NA
GO:0052889	9,9'-di-cis-zeta-carotene desaturation to 7,9,7',9'-tetra-cis-lycopene	46	2380.5	NA	NA	NA	NA
GO:0055046	microgametogenesis	1424	1333.5	665	744.5	589	589
GO:0055062	phosphate ion homeostasis	2190	660.5	NA	NA	NA	NA
GO:0055063	sulfate ion homeostasis	2408	450.5	NA	NA	NA	NA
GO:0055065	metal ion homeostasis	946	1742	NA	NA	NA	NA
GO:0055069	zinc ion homeostasis	2632	355	NA	NA	NA	NA
GO:0055070	copper ion homeostasis	603	2020	844	631	1389	1389
GO:0055072	iron ion homeostasis	2629	356	1277	403	-47	47
GO:0055073	cadmium ion homeostasis	159	2320	NA	NA	NA	NA
GO:0055074	calcium ion homeostasis	1857	947.5	487	866.5	81	81
GO:0055075	potassium ion homeostasis	2704	327	849	627	-300	300
GO:0055078	sodium ion homeostasis	3001	233	1712	276	-43	43
GO:0055085	transmembrane transport	17972	8	13397	8	0	0
GO:0055088	lipid homeostasis	1589	1180	379	931	249	249
GO:0055089	fatty acid homeostasis	574	2040.5	NA	NA	NA	NA
GO:0055091	phospholipid homeostasis	1296	1434	NA	NA	NA	NA
GO:0055122	response to very low light intensity stimulus	2041	789	NA	NA	NA	NA
GO:0060149	negative regulation of posttranscriptional gene silencing	1358	1390	NA	NA	NA	NA
GO:0060151	peroxisome localization	1263	1468	NA	NA	NA	NA
GO:0060184	cell cycle switching	189	2304	NA	NA	NA	NA
GO:0060236	regulation of mitotic spindle organization	1855	949	NA	NA	NA	NA
GO:0060261	positive regulation of transcription initiation from RNA polymerase II promoter	1500	1261	NA	NA	NA	NA
GO:0060321	acceptance of pollen	92	2353	613	785	1568	1568
GO:0060359	response to ammonium ion	1934	878	NA	NA	NA	NA
GO:0060548	negative regulation of cell death	1626	1146	NA	NA	NA	NA
GO:0060560	developmental growth involved in morphogenesis	643	1992.5	318	960	1032.5	1032.5
GO:0060586	multicellular organismal iron ion homeostasis	1049	1670.5	NA	NA	NA	NA
GO:0060628	regulation of ER to Golgi vesicle-mediated transport	1918	901	NA	NA	NA	NA
GO:0060771	phyllotactic patterning	1387	1366	NA	NA	NA	NA
GO:0060772	leaf phyllotactic patterning	913	1775	NA	NA	NA	NA
GO:0060774	auxin mediated signaling pathway involved in phyllotactic patterning	191	2302.5	NA	NA	NA	NA
GO:0060776	simple leaf morphogenesis	2763	310	2131	205	105	105
GO:0060858	vesicle-mediated transport involved in floral organ abscission	3856	133	NA	NA	NA	NA
GO:0060862	negative regulation of floral organ abscission	1102	1626.5	477	872	754.5	754.5
GO:0060866	leaf abscission	4693	93	NA	NA	NA	NA
GO:0060918	auxin transport	202	2298.5	NA	NA	NA	NA
GO:0060966	regulation of gene silencing by RNA	2335	516.5	1943	236	280.5	280.5
GO:0060969	negative regulation of gene silencing	1157	1580	NA	NA	NA	NA
GO:0061014	positive regulation of mRNA catabolic process	1458	1300.5	NA	NA	NA	NA
GO:0061025	membrane fusion	1113	1614	562	815.5	798.5	798.5
GO:0061062	regulation of nematode larval development	2019	806.5	NA	NA	NA	NA
GO:0061077	chaperone-mediated protein folding	436	2143.5	NA	NA	NA	NA
GO:0061087	positive regulation of histone H3-K27 methylation	1956	862	1092	473	389	389
GO:0061157	mRNA destabilization	1049	1670.5	604	792.5	878	878
GO:0061387	regulation of extent of cell growth	1890	928.5	NA	NA	NA	NA
GO:0061709	reticulophagy	2270	574.5	NA	NA	NA	NA
GO:0061716	miRNA export from nucleus	1368	1382.5	NA	NA	NA	NA
GO:0061817	endoplasmic reticulum-plasma membrane tethering	913	1775	NA	NA	NA	NA
GO:0061936	fusion of sperm to egg plasma membrane involved in double fertilization forming a zygote and endosperm	608	2015	NA	NA	NA	NA
GO:0062210	shoot regeneration	2174	676	1995	229.5	446.5	446.5
GO:0065002	intracellular protein transmembrane transport	799	1865	NA	NA	NA	NA
GO:0065003	protein-containing complex assembly	1723	1053.5	NA	NA	NA	NA
GO:0070070	proton-transporting V-type ATPase complex assembly	1644	1129	NA	NA	NA	NA
GO:0070072	vacuolar proton-transporting V-type ATPase complex assembly	2486	405.5	NA	NA	NA	NA
GO:0070125	mitochondrial translational elongation	1107	1622	NA	NA	NA	NA
GO:0070131	positive regulation of mitochondrial translation	1455	1307	NA	NA	NA	NA
GO:0070212	protein poly-ADP-ribosylation	1609	1161.5	NA	NA	NA	NA
GO:0070262	peptidyl-serine dephosphorylation	1441	1321	1063	487.5	833.5	833.5
GO:0070301	cellular response to hydrogen peroxide	1257	1476.5	122	1031	445.5	445.5
GO:0070328	triglyceride homeostasis	2289	565	NA	NA	NA	NA
GO:0070370	cellular heat acclimation	228	2286	NA	NA	NA	NA
GO:0070417	cellular response to cold	253	2273	3055	122	2151	2151
GO:0070475	rRNA base methylation	2931	255	NA	NA	NA	NA
GO:0070483	detection of hypoxia	434	2145	NA	NA	NA	NA
GO:0070507	regulation of microtubule cytoskeleton organization	2434	436	NA	NA	NA	NA
GO:0070509	calcium ion import	380	2189	NA	NA	NA	NA
GO:0070525	tRNA threonylcarbamoyladenosine metabolic process	2305	549.5	NA	NA	NA	NA
GO:0070534	protein K63-linked ubiquitination	1691	1083.5	689	733	350.5	350.5
GO:0070544	histone H3-K36 demethylation	756	1896	NA	NA	NA	NA
GO:0070588	calcium ion transmembrane transport	2782	299	1825	256	43	43
GO:0070601	centromeric sister chromatid cohesion	893	1801	NA	NA	NA	NA
GO:0070646	protein modification by small protein removal	1609	1161.5	NA	NA	NA	NA
GO:0070676	intralumenal vesicle formation	924	1763.5	342	947	816.5	816.5
GO:0070681	glutaminyl-tRNAGln biosynthesis via transamidation	660	1973	NA	NA	NA	NA
GO:0070734	histone H3-K27 methylation	1102	1626.5	NA	NA	NA	NA
GO:0070814	hydrogen sulfide biosynthetic process	907	1781.5	NA	NA	NA	NA
GO:0070816	phosphorylation of RNA polymerase II C-terminal domain	1813	984	NA	NA	NA	NA
GO:0070827	chromatin maintenance	348	2220	NA	NA	NA	NA
GO:0070828	heterochromatin organization	768	1890.5	433	895	995.5	995.5
GO:0070829	heterochromatin maintenance	2425	438	12317	10	428	428
GO:0070897	transcription preinitiation complex assembly	2264	577.5	NA	NA	NA	NA
GO:0070919	production of siRNA involved in chromatin silencing by small RNA	2309	542	NA	NA	NA	NA
GO:0070935	3'-UTR-mediated mRNA stabilization	13	2392	NA	NA	NA	NA
GO:0070940	dephosphorylation of RNA polymerase II C-terminal domain	517	2092	NA	NA	NA	NA
GO:0070981	L-asparagine biosynthetic process	829	1839	NA	NA	NA	NA
GO:0070994	detection of oxidative stress	497	2101	NA	NA	NA	NA
GO:0071028	nuclear mRNA surveillance	1170	1566	NA	NA	NA	NA
GO:0071035	nuclear polyadenylation-dependent rRNA catabolic process	1174	1559.5	512	849	710.5	710.5
GO:0071036	nuclear polyadenylation-dependent snoRNA catabolic process	1175	1557.5	513	847.5	710	710
GO:0071037	nuclear polyadenylation-dependent snRNA catabolic process	1176	1555.5	514	845.5	710	710
GO:0071038	nuclear polyadenylation-dependent tRNA catabolic process	1177	1554	515	844	710	710
GO:0071039	nuclear polyadenylation-dependent CUT catabolic process	1172	1562	511	850.5	711.5	711.5
GO:0071040	nuclear polyadenylation-dependent antisense transcript catabolic process	1171	1564	510	852	712	712
GO:0071042	nuclear polyadenylation-dependent mRNA catabolic process	1173	1561	NA	NA	NA	NA
GO:0071044	histone mRNA catabolic process	746	1905	319	959	946	946
GO:0071048	nuclear retention of unspliced pre-mRNA at the site of transcription	1178	1553	516	842.5	710.5	710.5
GO:0071051	polyadenylation-dependent snoRNA 3'-end processing	1378	1373	605	790.5	582.5	582.5
GO:0071158	positive regulation of cell cycle arrest	1403	1354	NA	NA	NA	NA
GO:0071163	DNA replication preinitiation complex assembly	550	2062	NA	NA	NA	NA
GO:0071171	site-specific DNA replication termination at RTS1 barrier	2151	696.5	NA	NA	NA	NA
GO:0071215	cellular response to abscisic acid stimulus	726	1923.5	3050	123	1800.5	1800.5
GO:0071217	cellular response to external biotic stimulus	411	2167	NA	NA	NA	NA
GO:0071219	cellular response to molecule of bacterial origin	727	1920.5	NA	NA	NA	NA
GO:0071226	cellular response to molecule of fungal origin	282	2257	NA	NA	NA	NA
GO:0071230	cellular response to amino acid stimulus	645	1988	1516	326	1662	1662
GO:0071244	cellular response to carbon dioxide	251	2274	NA	NA	NA	NA
GO:0071249	cellular response to nitrate	284	2255	332	950	1305	1305
GO:0071257	cellular response to electrical stimulus	1219	1510	NA	NA	NA	NA
GO:0071260	cellular response to mechanical stimulus	716	1932	NA	NA	NA	NA
GO:0071277	cellular response to calcium ion	643	1992.5	NA	NA	NA	NA
GO:0071280	cellular response to copper ion	361	2207	NA	NA	NA	NA
GO:0071281	cellular response to iron ion	378	2192.5	NA	NA	NA	NA
GO:0071284	cellular response to lead ion	274	2260	NA	NA	NA	NA
GO:0071286	cellular response to magnesium ion	384	2186	NA	NA	NA	NA
GO:0071289	cellular response to nickel ion	283	2256	296	966.5	1289.5	1289.5
GO:0071323	cellular response to chitin	427	2153	786	671	1482	1482
GO:0071325	cellular response to mannitol stimulus	386	2182	NA	NA	NA	NA
GO:0071327	cellular response to trehalose stimulus	402	2175	NA	NA	NA	NA
GO:0071333	cellular response to glucose stimulus	371	2198	NA	NA	NA	NA
GO:0071345	cellular response to cytokine stimulus	255	2271	118	1032	1239	1239
GO:0071365	cellular response to auxin stimulus	246	2276	114	1033.5	1242.5	1242.5
GO:0071366	cellular response to indolebutyric acid stimulus	270	2262.5	5019	47.5	2215	2215
GO:0071368	cellular response to cytokinin stimulus	466	2118	NA	NA	NA	NA
GO:0071369	cellular response to ethylene stimulus	430	2150.5	NA	NA	NA	NA
GO:0071370	cellular response to gibberellin stimulus	1281	1450	NA	NA	NA	NA
GO:0071395	cellular response to jasmonic acid stimulus	329	2237	NA	NA	NA	NA
GO:0071421	manganese ion transmembrane transport	905	1785	NA	NA	NA	NA
GO:0071422	succinate transmembrane transport	2212	636.5	NA	NA	NA	NA
GO:0071423	malate transmembrane transport	898	1794	444	890.5	903.5	903.5
GO:0071446	cellular response to salicylic acid stimulus	362	2206	NA	NA	NA	NA
GO:0071452	cellular response to singlet oxygen	299	2248.5	NA	NA	NA	NA
GO:0071456	cellular response to hypoxia	10720	18	4778	64	-46	46
GO:0071457	cellular response to ozone	290	2253	NA	NA	NA	NA
GO:0071461	cellular response to redox state	397	2177	NA	NA	NA	NA
GO:0071470	cellular response to osmotic stress	379	2191	NA	NA	NA	NA
GO:0071472	cellular response to salt stress	3391	180	2123	207.5	-27.5	27.5
GO:0071475	cellular hyperosmotic salinity response	385	2184.5	NA	NA	NA	NA
GO:0071480	cellular response to gamma radiation	436	2143.5	NA	NA	NA	NA
GO:0071481	cellular response to X-ray	484	2107	NA	NA	NA	NA
GO:0071482	cellular response to light stimulus	430	2150.5	483	870.5	1280	1280
GO:0071483	cellular response to blue light	247	2275	NA	NA	NA	NA
GO:0071484	cellular response to light intensity	275	2259	NA	NA	NA	NA
GO:0071485	cellular response to absence of light	244	2277	NA	NA	NA	NA
GO:0071486	cellular response to high light intensity	455	2126.5	NA	NA	NA	NA
GO:0071492	cellular response to UV-A	306	2246	NA	NA	NA	NA
GO:0071493	cellular response to UV-B	711	1936.5	NA	NA	NA	NA
GO:0071497	cellular response to freezing	454	2128	NA	NA	NA	NA
GO:0071555	cell wall organization	904	1787.5	496	861.5	926	926
GO:0071569	protein ufmylation	1734	1041	NA	NA	NA	NA
GO:0071577	zinc ion transmembrane transport	3826	138	1068	484	-346	346
GO:0071585	detoxification of cadmium ion	446	2136	NA	NA	NA	NA
GO:0071586	CAAX-box protein processing	377	2194	NA	NA	NA	NA
GO:0071588	hydrogen peroxide mediated signaling pathway	848	1826.5	NA	NA	NA	NA
GO:0071629	cytoplasm protein quality control by the ubiquitin-proteasome system	401	2176	189	1011	1165	1165
GO:0071669	plant-type cell wall organization or biogenesis	1345	1404	586	799	605	605
GO:0071704	organic substance metabolic process	1246	1487.5	NA	NA	NA	NA
GO:0071712	ER-associated misfolded protein catabolic process	597	2024.5	1862	250.5	1774	1774
GO:0071731	response to nitric oxide	2003	826	NA	NA	NA	NA
GO:0071732	cellular response to nitric oxide	350	2216.5	NA	NA	NA	NA
GO:0071763	nuclear membrane organization	1317	1422.5	3168	113	1309.5	1309.5
GO:0071784	endoplasmic reticulum cisternal network assembly	2255	589	NA	NA	NA	NA
GO:0071786	endoplasmic reticulum tubular network organization	2259	584.5	NA	NA	NA	NA
GO:0071805	potassium ion transmembrane transport	4387	103	952	555	-452	452
GO:0071816	tail-anchored membrane protein insertion into ER membrane	2288	566	NA	NA	NA	NA
GO:0071836	nectar secretion	1071	1647.5	NA	NA	NA	NA
GO:0071897	DNA biosynthetic process	1001	1707	860	619.5	1087.5	1087.5
GO:0071900	regulation of protein serine/threonine kinase activity	1850	953.5	NA	NA	NA	NA
GO:0071922	regulation of cohesin loading	1728	1048.5	NA	NA	NA	NA
GO:0072318	clathrin coat disassembly	714	1933	166	1013	920	920
GO:0072344	rescue of stalled ribosome	1924	892	NA	NA	NA	NA
GO:0072355	histone H3-T3 phosphorylation	1369	1381	NA	NA	NA	NA
GO:0072488	ammonium transmembrane transport	73	2365.5	36	1064	1301.5	1301.5
GO:0072583	clathrin-dependent endocytosis	1147	1587.5	1344	376	1211.5	1211.5
GO:0072593	reactive oxygen species metabolic process	2725	319	4892	57	262	262
GO:0072657	protein localization to membrane	1636	1135.5	789	669	466.5	466.5
GO:0072659	protein localization to plasma membrane	1594	1176	1436	339	837	837
GO:0072660	maintenance of protein location in plasma membrane	891	1802	NA	NA	NA	NA
GO:0072699	protein localization to cortical microtubule cytoskeleton	2215	635	NA	NA	NA	NA
GO:0072709	cellular response to sorbitol	407	2169.5	NA	NA	NA	NA
GO:0075733	intracellular transport of virus	911	1777	NA	NA	NA	NA
GO:0080001	mucilage extrusion from seed coat	1992	834	455	882.5	-48.5	48.5
GO:0080005	photosystem stoichiometry adjustment	1424	1333.5	NA	NA	NA	NA
GO:0080006	internode patterning	908	1779.5	NA	NA	NA	NA
GO:0080009	mRNA methylation	1190	1536.5	NA	NA	NA	NA
GO:0080022	primary root development	2341	509	727	714	-205	205
GO:0080024	indolebutyric acid metabolic process	777	1881	NA	NA	NA	NA
GO:0080027	response to herbivore	3622	163	868	615	-452	452
GO:0080029	cellular response to boron-containing substance levels	412	2166	NA	NA	NA	NA
GO:0080036	regulation of cytokinin-activated signaling pathway	1941	872.5	NA	NA	NA	NA
GO:0080040	positive regulation of cellular response to phosphate starvation	1411	1347	NA	NA	NA	NA
GO:0080051	cutin transport	3330	187	1292	392.5	-205.5	205.5
GO:0080052	response to histidine	2646	350	NA	NA	NA	NA
GO:0080053	response to phenylalanine	2686	337	NA	NA	NA	NA
GO:0080060	integument development	1658	1117.5	NA	NA	NA	NA
GO:0080086	stamen filament development	2613	361	NA	NA	NA	NA
GO:0080092	regulation of pollen tube growth	2781	300	1346	373	-73	73
GO:0080093	regulation of photorespiration	2138	708.5	NA	NA	NA	NA
GO:0080110	sporopollenin biosynthetic process	2303	552	NA	NA	NA	NA
GO:0080111	DNA demethylation	5229	77	862	618	-541	541
GO:0080113	regulation of seed growth	3266	193	NA	NA	NA	NA
GO:0080119	ER body organization	540	2075	NA	NA	NA	NA
GO:0080126	ovary septum development	1366	1385	NA	NA	NA	NA
GO:0080141	regulation of jasmonic acid biosynthetic process	2266	576	NA	NA	NA	NA
GO:0080142	regulation of salicylic acid biosynthetic process	4418	100	1595	307	-207	207
GO:0080143	regulation of amino acid export	1696	1075	NA	NA	NA	NA
GO:0080144	amino acid homeostasis	458	2124	NA	NA	NA	NA
GO:0080147	root hair cell development	2253	592	NA	NA	NA	NA
GO:0080148	negative regulation of response to water deprivation	1182	1544	NA	NA	NA	NA
GO:0080151	positive regulation of salicylic acid mediated signaling pathway	3396	179	4768	65	114	114
GO:0080155	regulation of double fertilization forming a zygote and endosperm	1750	1029.5	938	562.5	467	467
GO:0080156	mitochondrial mRNA modification	1180	1548.5	869	614	934.5	934.5
GO:0080160	selenate transport	2122	724.5	951	556.5	168	168
GO:0080162	intracellular auxin transport	1348	1400.5	NA	NA	NA	NA
GO:0080163	regulation of protein serine/threonine phosphatase activity	1851	951.5	805	659	292.5	292.5
GO:0080164	regulation of nitric oxide metabolic process	1915	904.5	NA	NA	NA	NA
GO:0080165	callose deposition in phloem sieve plate	724	1928.5	NA	NA	NA	NA
GO:0080166	stomium development	2226	620.5	NA	NA	NA	NA
GO:0080167	response to karrikin	6042	61	2795	139	-78	78
GO:0080168	abscisic acid transport	425	2155.5	NA	NA	NA	NA
GO:0080169	cellular response to boron-containing substance deprivation	1565	1201	1659	291	910	910
GO:0080170	hydrogen peroxide transmembrane transport	760	1894	781	672	1222	1222
GO:0080173	male-female gamete recognition during double fertilization forming a zygote and endosperm	904	1787.5	NA	NA	NA	NA
GO:0080177	plastoglobule organization	2183	668.5	NA	NA	NA	NA
GO:0080182	histone H3-K4 trimethylation	736	1914.5	NA	NA	NA	NA
GO:0080183	response to photooxidative stress	2193	657	1092	473	184	184
GO:0080186	developmental vegetative growth	556	2057	212	1001	1056	1056
GO:0080187	floral organ senescence	2403	456	4393	77	379	379
GO:0080188	gene silencing by RNA-directed DNA methylation	3821	139	2696	152	-13	13
GO:0090042	tubulin deacetylation	2315	537	NA	NA	NA	NA
GO:0090057	root radial pattern formation	2349	497.5	NA	NA	NA	NA
GO:0090069	regulation of ribosome biogenesis	1864	940	812	652	288	288
GO:0090110	COPII-coated vesicle cargo loading	368	2200	1566	317.5	1882.5	1882.5
GO:0090114	COPII-coated vesicle budding	367	2201	NA	NA	NA	NA
GO:0090143	nucleoid organization	1188	1538.5	NA	NA	NA	NA
GO:0090153	regulation of sphingolipid biosynthetic process	2037	792.5	NA	NA	NA	NA
GO:0090158	endoplasmic reticulum membrane organization	908	1779.5	NA	NA	NA	NA
GO:0090160	Golgi to lysosome transport	689	1951	NA	NA	NA	NA
GO:0090213	regulation of radial pattern formation	1900	916.5	NA	NA	NA	NA
GO:0090239	regulation of histone H4 acetylation	1782	1009	NA	NA	NA	NA
GO:0090305	nucleic acid phosphodiester bond hydrolysis	1185	1541	NA	NA	NA	NA
GO:0090307	mitotic spindle assembly	1085	1637	NA	NA	NA	NA
GO:0090309	positive regulation of DNA methylation-dependent heterochromatin assembly	1620	1153	NA	NA	NA	NA
GO:0090329	regulation of DNA-dependent DNA replication	1746	1033	NA	NA	NA	NA
GO:0090332	stomatal closure	2946	250.5	NA	NA	NA	NA
GO:0090333	regulation of stomatal closure	5128	80	4957	53	27	27
GO:0090342	regulation of cell aging	1874	934.5	814	650.5	284	284
GO:0090344	negative regulation of cell aging	1274	1456.5	NA	NA	NA	NA
GO:0090351	seedling development	2856	277	2319	182	95	95
GO:0090352	regulation of nitrate assimilation	1858	946	1829	255	691	691
GO:0090355	positive regulation of auxin metabolic process	1456	1304.5	NA	NA	NA	NA
GO:0090356	negative regulation of auxin metabolic process	1161	1576	NA	NA	NA	NA
GO:0090357	regulation of tryptophan metabolic process	2889	263	NA	NA	NA	NA
GO:0090358	positive regulation of tryptophan metabolic process	1561	1207	NA	NA	NA	NA
GO:0090391	granum assembly	696	1948	NA	NA	NA	NA
GO:0090392	sepal giant cell differentiation	2126	718.5	NA	NA	NA	NA
GO:0090428	perianth development	1260	1471	NA	NA	NA	NA
GO:0090436	leaf pavement cell development	1267	1464.5	NA	NA	NA	NA
GO:0090470	shoot organ boundary specification	2405	455	NA	NA	NA	NA
GO:0090506	axillary shoot meristem initiation	158	2321	NA	NA	NA	NA
GO:0090548	response to nitrate starvation	3095	221	NA	NA	NA	NA
GO:0090549	response to carbon starvation	2235	612	NA	NA	NA	NA
GO:0090558	plant epidermis development	1332	1411	NA	NA	NA	NA
GO:0090603	sieve element differentiation	2734	317	NA	NA	NA	NA
GO:0090615	mitochondrial mRNA processing	1117	1610.5	1802	260.5	1350	1350
GO:0090628	plant epidermal cell fate specification	1331	1412.5	NA	NA	NA	NA
GO:0090630	activation of GTPase activity	1628	1143.5	NA	NA	NA	NA
GO:0090677	reversible differentiation	2110	737	NA	NA	NA	NA
GO:0090691	formation of plant organ boundary	905	1785	295	968.5	816.5	816.5
GO:0090696	post-embryonic plant organ development	1931	882	NA	NA	NA	NA
GO:0090698	post-embryonic plant morphogenesis	1600	1170	NA	NA	NA	NA
GO:0090701	specification of plant organ identity	2167	684	969	550	134	134
GO:0090706	specification of plant organ position	2189	662.5	NA	NA	NA	NA
GO:0090708	specification of plant organ axis polarity	2408	450.5	2062	218	232.5	232.5
GO:0090709	regulation of timing of plant organ formation	2208	642.5	858	621	21.5	21.5
GO:0097036	regulation of plasma membrane sterol distribution	1838	961.5	NA	NA	NA	NA
GO:0097054	L-glutamate biosynthetic process	921	1766.5	NA	NA	NA	NA
GO:0097222	mitochondrial mRNA polyadenylation	985	1720.5	NA	NA	NA	NA
GO:0097264	self proteolysis	2124	721	NA	NA	NA	NA
GO:0097275	cellular ammonium homeostasis	222	2290	NA	NA	NA	NA
GO:0097298	regulation of nucleus size	2027	802	NA	NA	NA	NA
GO:0097352	autophagosome maturation	178	2311	330	951.5	1359.5	1359.5
GO:0097468	programmed cell death in response to reactive oxygen species	1631	1141	NA	NA	NA	NA
GO:0097502	mannosylation	965	1733	396	914	819	819
GO:0097510	base-excision repair, AP site formation via deaminated base removal	138	2330	NA	NA	NA	NA
GO:0097577	sequestering of iron ion	2128	715	NA	NA	NA	NA
GO:0097623	potassium ion export across plasma membrane	2482	409.5	NA	NA	NA	NA
GO:0097638	L-arginine import across plasma membrane	826	1842	516	842.5	999.5	999.5
GO:0097753	membrane bending	934	1751.5	NA	NA	NA	NA
GO:0098532	histone H3-K27 trimethylation	2193	657	902	596	61	61
GO:0098542	defense response to other organism	2326	525	394	916.5	-391.5	391.5
GO:0098586	cellular response to virus	308	2244.5	NA	NA	NA	NA
GO:0098609	cell-cell adhesion	262	2267	NA	NA	NA	NA
GO:0098656	anion transmembrane transport	357	2210	NA	NA	NA	NA
GO:0098657	import into cell	866	1817	NA	NA	NA	NA
GO:0098702	adenine import across plasma membrane	49	2379	NA	NA	NA	NA
GO:0098710	guanine import across plasma membrane	703	1944	NA	NA	NA	NA
GO:0098719	sodium ion import across plasma membrane	3119	217	NA	NA	NA	NA
GO:0098721	uracil import across plasma membrane	2344	504	NA	NA	NA	NA
GO:0098739	import across plasma membrane	865	1818	NA	NA	NA	NA
GO:0098754	detoxification	445	2137	NA	NA	NA	NA
GO:0098755	maintenance of seed dormancy by absisic acid	895	1798.5	NA	NA	NA	NA
GO:0098869	cellular oxidant detoxification	375	2196	2670	154	2042	2042
GO:0099402	plant organ development	2025	803.5	808	654.5	149	149
GO:0099636	cytoplasmic streaming	448	2133.5	NA	NA	NA	NA
GO:0106035	protein maturation by [4Fe-4S] cluster transfer	1622	1151	NA	NA	NA	NA
GO:0106146	sideretin biosynthesis	2141	704	NA	NA	NA	NA
GO:0106167	extracellular ATP signaling	1835	965.5	NA	NA	NA	NA
GO:0110102	ribulose bisphosphate carboxylase complex assembly	2233	613	NA	NA	NA	NA
GO:0110128	phloem sucrose unloading	1273	1458.5	NA	NA	NA	NA
GO:0120029	proton export across plasma membrane	1687	1089.5	1228	419	670.5	670.5
GO:0140021	mitochondrial ADP transmembrane transport	1238	1495	NA	NA	NA	NA
GO:0140352	export from cell	869	1816	5148	42	1774	1774
GO:0140426	PAMP-triggered immunity signalling pathway	1543	1226	NA	NA	NA	NA
GO:0140547	acquisition of seed longevity	28	2385	296	966.5	1418.5	1418.5
GO:1900030	regulation of pectin biosynthetic process	1825	975.5	NA	NA	NA	NA
GO:1900034	regulation of cellular response to heat	1770	1014	1040	501	513	513
GO:1900036	positive regulation of cellular response to heat	1409	1349.5	NA	NA	NA	NA
GO:1900039	positive regulation of cellular response to hypoxia	1410	1348	NA	NA	NA	NA
GO:1900049	regulation of histone exchange	1938	874	771	677.5	196.5	196.5
GO:1900055	regulation of leaf senescence	2435	434.5	777	674	-239.5	239.5
GO:1900056	negative regulation of leaf senescence	3456	175	4615	67	108	108
GO:1900057	positive regulation of leaf senescence	1449	1313.5	720	718	595.5	595.5
GO:1900067	regulation of cellular response to alkaline pH	1776	1013	NA	NA	NA	NA
GO:1900111	positive regulation of histone H3-K9 dimethylation	1857	947.5	1802	260.5	687	687
GO:1900140	regulation of seedling development	2035	794.5	NA	NA	NA	NA
GO:1900150	regulation of defense response to fungus	2054	780.5	831	640.5	140	140
GO:1900363	regulation of mRNA polyadenylation	2230	617	NA	NA	NA	NA
GO:1900367	positive regulation of defense response to insect	1514	1253.5	NA	NA	NA	NA
GO:1900369	negative regulation of RNA interference	1225	1503.5	NA	NA	NA	NA
GO:1900386	positive regulation of flavonol biosynthetic process	1513	1255	NA	NA	NA	NA
GO:1900424	regulation of defense response to bacterium	1793	1000.5	NA	NA	NA	NA
GO:1900425	negative regulation of defense response to bacterium	2987	238	553	820.5	-582.5	582.5
GO:1900426	positive regulation of defense response to bacterium	1862	943.5	880	605	338.5	338.5
GO:1900457	regulation of brassinosteroid mediated signaling pathway	3669	154	4868	60	94	94
GO:1900864	mitochondrial RNA modification	991	1718	2298	185	1533	1533
GO:1900865	chloroplast RNA modification	2433	437	920	576	-139	139
GO:1901000	regulation of response to salt stress	1971	852.5	NA	NA	NA	NA
GO:1901001	negative regulation of response to salt stress	1935	876.5	NA	NA	NA	NA
GO:1901002	positive regulation of response to salt stress	1479	1285.5	NA	NA	NA	NA
GO:1901031	regulation of response to reactive oxygen species	2685	338	NA	NA	NA	NA
GO:1901135	carbohydrate derivative metabolic process	172	2315	NA	NA	NA	NA
GO:1901140	p-coumaryl alcohol transport	1233	1497.5	NA	NA	NA	NA
